name|speaker|orth|translation|start|end
zLL5iLKsK5Y--10|Signer01|india has strongly warned pakistan to treat our officer with respect and keep him safe|india has strongly warned pakistan to treat our officer with respect and keep him safe|-1|-1
PLkSppxLsRc--1|Signer01|education and accessibility for deaf individuals|education and accessibility for deaf individuals|-1|-1
PLkSppxLsRc--2|Signer01|these demands have continuously been ignored by the government|these demands have continuously been ignored by the government|-1|-1
PLkSppxLsRc--4|Signer01|this protest was outside the office of the state social welfare department|this protest was outside the office of the state social welfare department|-1|-1
PLkSppxLsRc--5|Signer01|at 9 am thousands gathered and gave the department time till 2 pm|at 9 am thousands gathered and gave the department time till 2 pm|-1|-1
PLkSppxLsRc--22|Signer01|although this does not solve the problem|although this does not solve the problem|-1|-1
skgtV-UF4Ws--12|Signer01|and encouraged people to donate whatever amount they can|and encouraged people to donate whatever amount they can|-1|-1
KTuewlw2KII--2|Signer01|pakistan would respond back|pakistan would respond back|-1|-1
KTuewlw2KII--4|Signer01|he said he does not want india to start a war|he said he does not want india to start a war|-1|-1
6YMDdAmfl50--7|Signer01|during the firing several youth from the area rushed to the spot|during the firing several youth from the area rushed to the spot|-1|-1
BA3plSm8PCY--12|Signer01|so that passengers enjoy their travel without the need to pay extra charges|so that passengers enjoy their travel without the need to pay extra charges|-1|-1
ol_OQtYXKvE--8|Signer01|the train has two classes the chair car and the executive|the train has two classes the chair car and the executive|-1|-1
kLzR5KviwIw--6|Signer01|after getting married and getting the visa the couple flew to australia|after getting married and getting the visa the couple flew to australia|-1|-1
kLzR5KviwIw--9|Signer01|the investigation is going on they have not been able to catch them yet|the investigation is going on they have not been able to catch them yet|-1|-1
l3K8axpq1AE--6|Signer01|which was very cheap|which was very cheap|-1|-1
l3K8axpq1AE--8|Signer01|by paying the fees the process became very easy|by paying the fees the process became very easy|-1|-1
xXCtOdOoEP0--6|Signer01|said that income tax returns were filed by a total of 6 85 crore people|said that income tax returns were filed by a total of 6 85 crore people|-1|-1
NQLEUM-fgx0--5|Signer01|he will be able to listen to their conversation|he will be able to listen to their conversation|-1|-1
0DeD2bZKyU4--3|Signer01|the festival aims to talk about the various problems of the community|the festival aims to talk about the various problems of the community|-1|-1
w0Q_s8aWuJk--4|Signer01|the commissioner said that according the law if stolen vehicles are found|the commissioner said that according the law if stolen vehicles are found|-1|-1
JOxxG1drLDU--4|Signer01|she will start working from 1st february 2019|she will start working from 1st february 2019|-1|-1
JOxxG1drLDU--11|Signer01|the congress welcomed priyanka gandhi to be a part of the congress party|the congress welcomed priyanka gandhi to be a part of the congress party|-1|-1
0pcBPGh4zRg--0|Signer01|the government of goa has made changes to the tourist trade act of goa|the government of goa has made changes to the tourist trade act of goa|-1|-1
QFGT8GOlrnI--2|Signer01|in america they have broken multiple laws|in america they have broken multiple laws|-1|-1
QFGT8GOlrnI--10|Signer01|facebook fine will be much more|facebook fine will be much more|-1|-1
QFGT8GOlrnI--11|Signer01|the facebook privacy problems are being investigated by many countries|the facebook privacy problems are being investigated by many countries|-1|-1
WHx01aeSjPs--7|Signer01|but they pay a very small amount of rs 1 50 per unit|but they pay a very small amount of rs 1 50 per unit|-1|-1
WHx01aeSjPs--9|Signer01|a total tax of rs 1 100 crore will be collected|a total tax of rs 1 100 crore will be collected|-1|-1
C48Wf5ioLfM--2|Signer01|this took place in april 2018|this took place in april 2018|-1|-1
C80GZM_2dbI--8|Signer01|their lawyer said that the it department must pay the company|their lawyer said that the it department must pay the company|-1|-1
qCYdIQ9-92o--4|Signer01|now in india the old rs 500 and rs 1000 notes are banned|now in india the old rs 500 and rs 1000 notes are banned|-1|-1
EpYO_sxdGq0--0|Signer01|the best bus drivers have finally ended the strike after nine days|the best bus drivers have finally ended the strike after nine days|-1|-1
EpYO_sxdGq0--4|Signer01|this will start from january|this will start from january|-1|-1
puaxDEl9dQc--3|Signer01|25 lakh people use the best buses everyday|25 lakh people use the best buses everyday|-1|-1
9I1UC1svM9Y--5|Signer01|when they reached the taj hotel|when they reached the taj hotel|-1|-1
n-f_E_xJZzc--13|Signer01|they can not be arrested|they can not be arrested|-1|-1
n-f_E_xJZzc--16|Signer01|on some issues the army is different|on some issues the army is different|-1|-1
Kml1cDKfTMU--13|Signer01|the people of assam do not want such people to get citizenship|the people of assam do not want such people to get citizenship|-1|-1
dzvqpGOWaPs--3|Signer01|a recent news has shocked all indians|a recent news has shocked all indians|-1|-1
dzvqpGOWaPs--18|Signer01|they have issued an alert|they have issued an alert|-1|-1
dzvqpGOWaPs--22|Signer01|this is being done inorder to ensure people safety|this is being done inorder to ensure people safety|-1|-1
dzvqpGOWaPs--24|Signer01|no it not like that|no it not like that|-1|-1
LQGwXf57GYs--0|Signer01|what i am going to tell you today is very important|what i am going to tell you today is very important|-1|-1
LQGwXf57GYs--5|Signer01|many suffered huge losses|many suffered huge losses|-1|-1
LQGwXf57GYs--6|Signer01|however many were covered by insurance|however many were covered by insurance|-1|-1
LQGwXf57GYs--49|Signer01|in both cases the routes will be covered do not switch the route yourself|in both cases the routes will be covered do not switch the route yourself|-1|-1
LQGwXf57GYs--70|Signer01|the claim can be made only within 12 months of the accident|the claim can be made only within 12 months of the accident|-1|-1
-ZfvxlrzzKI--3|Signer01|they all came up with a plan|they all came up with a plan|-1|-1
-ZfvxlrzzKI--12|Signer01|the students thanked him|the students thanked him|-1|-1
-ZfvxlrzzKI--13|Signer01|in 3 days time they prepared for test|in 3 days time they prepared for test|-1|-1
-ZfvxlrzzKI--17|Signer01|they all agreed as they had prepared well in the last 3 days|they all agreed as they had prepared well in the last 3 days|-1|-1
-ZfvxlrzzKI--26|Signer01|take responsibility for your actions|take responsibility for your actions|-1|-1
MMCChJ2aD20--15|Signer01|or walk around for at least 1 5 hours a day|or walk around for at least 1 5 hours a day|-1|-1
MMCChJ2aD20--42|Signer01|your breakfast is ready|your breakfast is ready|-1|-1
MMCChJ2aD20--52|Signer01|then it time for lunch|then it time for lunch|-1|-1
MMCChJ2aD20--110|Signer01|the most important thing is to listen to your body when you are following it|the most important thing is to listen to your body when you are following it|-1|-1
xFJw5GMtlCk--4|Signer01|all 3 of them are deaf|all 3 of them are deaf|-1|-1
xFJw5GMtlCk--13|Signer01|the young girls have been missing for 19 days|the young girls have been missing for 19 days|-1|-1
xFJw5GMtlCk--16|Signer01|after the police failed to trace the two girls|after the police failed to trace the two girls|-1|-1
MMCChJ2aD20--145|Signer01|now try following this for at least 3 months and see|now try following this for at least 3 months and see|-1|-1
J4v8qnLGEwk--1|Signer01|we should not get angry|we should not get angry|-1|-1
J4v8qnLGEwk--66|Signer01|then we can express very clearly to our boss what on our mind|then we can express very clearly to our boss what on our mind|-1|-1
J4v8qnLGEwk--71|Signer01|we will find a solution|we will find a solution|-1|-1
J4v8qnLGEwk--73|Signer01|nor did you show violence to yourself|nor did you show violence to yourself|-1|-1
J4v8qnLGEwk--76|Signer01|it our responsibility to express clearly what on our mind to the other person|it our responsibility to express clearly what on our mind to the other person|-1|-1
m-vzXssmO90--84|Signer01|court order it not forced everywhere|court order it not forced everywhere|-1|-1
m-vzXssmO90--91|Signer01|meanwhile there an update on the story|meanwhile there an update on the story|-1|-1
m-vzXssmO90--142|Signer01|several students have missed their board|several students have missed their board|-1|-1
gJP-lgNgfb0--4|Signer01|anyone can apply for the course|anyone can apply for the course|-1|-1
gJP-lgNgfb0--8|Signer01|about deaf culture stories words sentences and many other things|about deaf culture stories words sentences and many other things|-1|-1
gJP-lgNgfb0--10|Signer01|you can apply now|you can apply now|-1|-1
gJP-lgNgfb0--12|Signer01|click on this link and the registration is very easy|click on this link and the registration is very easy|-1|-1
gJP-lgNgfb0--15|Signer01|go ahead and share it with everyone|go ahead and share it with everyone|-1|-1
V6dMrT9oeHA--9|Signer01|here are some points|here are some points|-1|-1
V6dMrT9oeHA--22|Signer01|in this every 20 minutes you look away from the screen|in this every 20 minutes you look away from the screen|-1|-1
V6dMrT9oeHA--27|Signer01|at the same level as that of your surroundings|at the same level as that of your surroundings|-1|-1
V6dMrT9oeHA--37|Signer01|this also happens on mobile phones|this also happens on mobile phones|-1|-1
V6dMrT9oeHA--40|Signer01|or you can move the table against the source of light|or you can move the table against the source of light|-1|-1
m-vzXssmO90--188|Signer01|worst ever economic crisis since its|worst ever economic crisis since its|-1|-1
m-vzXssmO90--282|Signer01|australia have announced that they will|australia have announced that they will|-1|-1
OnL15yNbUt0--1|Signer01|so many deaf people there were two of|so many deaf people there were two of|-1|-1
OnL15yNbUt0--6|Signer01|wow what a lovely video|wow what a lovely video|-1|-1
OnL15yNbUt0--8|Signer01|small gift from ish|small gift from ish|-1|-1
OnL15yNbUt0--9|Signer01|remember if you all continue to support|remember if you all continue to support|-1|-1
OnL15yNbUt0--10|Signer01|us then ish can continue to support you|us then ish can continue to support you|-1|-1
5gKDr2uCaJM--8|Signer01|was 31 december 2021 this has now been extended to 31 january 2022|was 31 december 2021 this has now been extended to 31 january 2022|-1|-1
5gKDr2uCaJM--11|Signer01|has been extended to 30 june 2021|has been extended to 30 june 2021|-1|-1
5gKDr2uCaJM--14|Signer01|was 31 may 2021 this has been postponed to 30th june 2021|was 31 may 2021 this has been postponed to 30th june 2021|-1|-1
5gKDr2uCaJM--16|Signer01|it has been extended by a month to july 15|it has been extended by a month to july 15|-1|-1
5gKDr2uCaJM--17|Signer01|the income tax department has said|the income tax department has said|-1|-1
yb7efY9x78U--9|Signer01|there are rules for all this|there are rules for all this|-1|-1
yb7efY9x78U--16|Signer01|now the rbi announced that none of the notes are missing|now the rbi announced that none of the notes are missing|-1|-1
2ypeBE72Cik--32|Signer01|out of these 4 which one did you like|out of these 4 which one did you like|-1|-1
2ypeBE72Cik--37|Signer01|for childhood friends a gift for your mother or any of your relatives|for childhood friends a gift for your mother or any of your relatives|-1|-1
52OxMXwPFHw--1|Signer01|both of them decided to not talk to each other|both of them decided to not talk to each other|-1|-1
KmW8f1GVTYY--10|Signer01|whenever we pay tax the money goes to the government|whenever we pay tax the money goes to the government|-1|-1
KmW8f1GVTYY--14|Signer01|all of us do money management and hence save money for the future|all of us do money management and hence save money for the future|-1|-1
KmW8f1GVTYY--24|Signer01|it was used for research and treatment of covid-19|it was used for research and treatment of covid-19|-1|-1
KmW8f1GVTYY--39|Signer01|world bank gives these loans to help countries grow|world bank gives these loans to help countries grow|-1|-1
KmW8f1GVTYY--46|Signer01|it also includes the salary of the military staff|it also includes the salary of the military staff|-1|-1
KC9fOX1xvYA--2|Signer01|everyone these days is excited about the men cricket world cup 2023|everyone these days is excited about the men cricket world cup 2023|-1|-1
KC9fOX1xvYA--7|Signer01|according to sources indians are angry with her and asked her to leave india|according to sources indians are angry with her and asked her to leave india|-1|-1
KC9fOX1xvYA--10|Signer01|these are 2 different views|these are 2 different views|-1|-1
KC9fOX1xvYA--12|Signer01|the message that she posted on x and it went viral stated|the message that she posted on x and it went viral stated|-1|-1
KC9fOX1xvYA--33|Signer01|had refused to send our players to pakistan|had refused to send our players to pakistan|-1|-1
dlJ1-hscTbc--0|Signer01|ish news has been releasing videos about|ish news has been releasing videos about|-1|-1
dlJ1-hscTbc--4|Signer01|etc these look wonderful is not|etc these look wonderful is not|-1|-1
dlJ1-hscTbc--6|Signer01|the daily updates about the events that|the daily updates about the events that|-1|-1
dlJ1-hscTbc--10|Signer01|watching have a look at the events|watching have a look at the events|-1|-1
dlJ1-hscTbc--11|Signer01|planned on 6th january 2024 during the|planned on 6th january 2024 during the|-1|-1
vvYrlkz0xos--21|Signer01|earlier it was better but nowadays plastic is very harmful|earlier it was better but nowadays plastic is very harmful|-1|-1
Xwd1e9lgw08--2|Signer01|there nothing like them|there nothing like them|-1|-1
Xwd1e9lgw08--44|Signer01|then transfer it into a big bowl|then transfer it into a big bowl|-1|-1
Xwd1e9lgw08--50|Signer01|to prepare coconut milk you need 1 cup chopped coconut & 2 cups water|to prepare coconut milk you need 1 cup chopped coconut & 2 cups water|-1|-1
creD7FiahQU--1|Signer01|timings for the course are from 5 30 pm - 6 30 pm|timings for the course are from 5 30 pm - 6 30 pm|-1|-1
creD7FiahQU--3|Signer01|this course will be taught by an expert who has more than 10 years experience|this course will be taught by an expert who has more than 10 years experience|-1|-1
creD7FiahQU--5|Signer01|students will learn isl signs of various words deaf culture|students will learn isl signs of various words deaf culture|-1|-1
creD7FiahQU--7|Signer01|deaf students who do not know isl are also welcome to apply|deaf students who do not know isl are also welcome to apply|-1|-1
creD7FiahQU--9|Signer01|visit the ish shiksha website for all the details here is the link|visit the ish shiksha website for all the details here is the link|-1|-1
Xwd1e9lgw08--175|Signer01|this step is really important|this step is really important|-1|-1
Xwd1e9lgw08--191|Signer01|then order our satvic food book from our website today|then order our satvic food book from our website today|-1|-1
d1IF1SezqBc--9|Signer01|ish staff and many others have experienced this|ish staff and many others have experienced this|-1|-1
d1IF1SezqBc--12|Signer01|are you unable to understand the matter|are you unable to understand the matter|-1|-1
d1IF1SezqBc--33|Signer01|there have been many such incidents across india|there have been many such incidents across india|-1|-1
d1IF1SezqBc--37|Signer01|this has left people very worried|this has left people very worried|-1|-1
d1IF1SezqBc--39|Signer01|people in india are very worried|people in india are very worried|-1|-1
qCg3UiB6vmI--7|Signer01|the response from the deaf community has been amazing|the response from the deaf community has been amazing|-1|-1
qCg3UiB6vmI--8|Signer01|sadly there will not be anymore videos|sadly there will not be anymore videos|-1|-1
qCg3UiB6vmI--12|Signer01|to work hard and continue providing such accessible services to you all|to work hard and continue providing such accessible services to you all|-1|-1
qCg3UiB6vmI--17|Signer01|you can watch the video and fill out the form|you can watch the video and fill out the form|-1|-1
qCg3UiB6vmI--21|Signer01|please share this link and tell everyone to fill out this form|please share this link and tell everyone to fill out this form|-1|-1
bkIHDsgZ0RA--1|Signer01|he used to live in india and has since moved to canada|he used to live in india and has since moved to canada|-1|-1
bkIHDsgZ0RA--16|Signer01|go back to india|go back to india|-1|-1
bkIHDsgZ0RA--17|Signer01|this was his extreme statement|this was his extreme statement|-1|-1
bkIHDsgZ0RA--24|Signer01|he said he would respond with violence and pm modi would be responsible for it|he said he would respond with violence and pm modi would be responsible for it|-1|-1
bkIHDsgZ0RA--29|Signer01|we will respond and it will be dangerous|we will respond and it will be dangerous|-1|-1
KC9ptMAYm3o--0|Signer01|we all love and respect cricketer sachin tendulkar|we all love and respect cricketer sachin tendulkar|-1|-1
KC9ptMAYm3o--5|Signer01|the statue has been installed near the sachin tendulkar stand at the stadium|the statue has been installed near the sachin tendulkar stand at the stadium|-1|-1
KC9ptMAYm3o--6|Signer01|the statue was installed by the mumbai cricket association|the statue was installed by the mumbai cricket association|-1|-1
KC9ptMAYm3o--17|Signer01|he was there to watch a match between india & west indies|he was there to watch a match between india & west indies|-1|-1
KC9ptMAYm3o--23|Signer01|he added that he has learnt that success does not come immediately|he added that he has learnt that success does not come immediately|-1|-1
8ht2IlGMnvE--1|Signer01|this village is the richest village in india|this village is the richest village in india|-1|-1
8ht2IlGMnvE--5|Signer01|you might have never heard this before right|you might have never heard this before right|-1|-1
8ht2IlGMnvE--10|Signer01|shocking like you even i was not aware|shocking like you even i was not aware|-1|-1
8ht2IlGMnvE--32|Signer01|people were very happy with this|people were very happy with this|-1|-1
8ht2IlGMnvE--75|Signer01|i would love to see it|i would love to see it|-1|-1
iszyzeGvM0k--1|Signer01|australia won the world cup for the 6th time|australia won the world cup for the 6th time|-1|-1
iszyzeGvM0k--13|Signer01|kept the trophy on his head as a respect|kept the trophy on his head as a respect|-1|-1
iszyzeGvM0k--17|Signer01|however some others commented that it was a cultural difference between the 2 countries|however some others commented that it was a cultural difference between the 2 countries|-1|-1
iszyzeGvM0k--36|Signer01|leaving the world cup loss aside|leaving the world cup loss aside|-1|-1
iszyzeGvM0k--38|Signer01|lets forget the world cup loss and focus now on the upcoming tournaments|lets forget the world cup loss and focus now on the upcoming tournaments|-1|-1
dfRAV-NCKyM--9|Signer01|during the latest hearing in the case salman lawyer said|during the latest hearing in the case salman lawyer said|-1|-1
-8tmH7kTQEs--8|Signer01|india is now investigating the matter shocking is not it|india is now investigating the matter shocking is not it|-1|-1
-8tmH7kTQEs--12|Signer01|white house national security council spokesperson said|white house national security council spokesperson said|-1|-1
-8tmH7kTQEs--14|Signer01|the indian government is further investigating this issue|the indian government is further investigating this issue|-1|-1
-jdXDmf1UZo--3|Signer01|but was postponed to 9th march 2024 and then again to 11th march 2024|but was postponed to 9th march 2024 and then again to 11th march 2024|-1|-1
MzzSZWYatRQ--2|Signer01|ish news had released several videos about the temple you can watch them here|ish news had released several videos about the temple you can watch them here|-1|-1
MzzSZWYatRQ--12|Signer01|surprisingly the temple was kept open till 11 pm|surprisingly the temple was kept open till 11 pm|-1|-1
MzzSZWYatRQ--14|Signer01|do you know the number of flights to & from ayodhya was also increased|do you know the number of flights to & from ayodhya was also increased|-1|-1
MzzSZWYatRQ--17|Signer01|it happened exactly for 4 minutes|it happened exactly for 4 minutes|-1|-1
MzzSZWYatRQ--43|Signer01|what a technology|what a technology|-1|-1
3pHRzddVvaA--1|Signer01|this hello is for hearing people|this hello is for hearing people|-1|-1
3pHRzddVvaA--4|Signer01|you need a common language to enjoy the communication with the deaf|you need a common language to enjoy the communication with the deaf|-1|-1
3pHRzddVvaA--8|Signer01|excited then come on|excited then come on|-1|-1
3pHRzddVvaA--9|Signer01|apply for a 1 month isl basic course|apply for a 1 month isl basic course|-1|-1
3pHRzddVvaA--14|Signer01|all through your life you would have used speech|all through your life you would have used speech|-1|-1
Q9-jYdeQlhs--5|Signer01|to store data of indian customers in india and not abroad|to store data of indian customers in india and not abroad|-1|-1
l2rsMUOBCJQ--0|Signer01|hello to all the hearing people how are you all|hello to all the hearing people how are you all|-1|-1
l2rsMUOBCJQ--5|Signer01|then apply for ish shiksha isl course|then apply for ish shiksha isl course|-1|-1
l2rsMUOBCJQ--7|Signer01|just one hour classes begin from 9th may 2022|just one hour classes begin from 9th may 2022|-1|-1
l2rsMUOBCJQ--9|Signer01|the fees is rs 2000 - registration on ish shiksha website is very easy|the fees is rs 2000 - registration on ish shiksha website is very easy|-1|-1
d0cKwTPoCAY--0|Signer01|you have an aadhar card right i have one as well like everyone else|you have an aadhar card right i have one as well like everyone else|-1|-1
d0cKwTPoCAY--15|Signer01|however do not worry|however do not worry|-1|-1
d0cKwTPoCAY--18|Signer01|let me tell you the process|let me tell you the process|-1|-1
d0cKwTPoCAY--31|Signer01|that a relief is not it|that a relief is not it|-1|-1
d0cKwTPoCAY--35|Signer01|we will share more such features in our upcoming videos so keep watching|we will share more such features in our upcoming videos so keep watching|-1|-1
EWbcQfcgmW8--7|Signer01|3 to make the indian government improve the system for the deaf|3 to make the indian government improve the system for the deaf|-1|-1
EWbcQfcgmW8--38|Signer01|we went indian places like delhi bengaluru and came here to mumbai|we went indian places like delhi bengaluru and came here to mumbai|-1|-1
EWbcQfcgmW8--47|Signer01|he really enjoyed and loved the place he will come again yes he will|he really enjoyed and loved the place he will come again yes he will|-1|-1
EWbcQfcgmW8--136|Signer01|that how it should be done|that how it should be done|-1|-1
EWbcQfcgmW8--150|Signer01|in indian hearing school i had to communicate by writing|in indian hearing school i had to communicate by writing|-1|-1
xs3uWDVlmCU--1|Signer01|many of you must be having daughters|many of you must be having daughters|-1|-1
xs3uWDVlmCU--5|Signer01|indian government decided to do something to protect the girl child|indian government decided to do something to protect the girl child|-1|-1
xs3uWDVlmCU--9|Signer01|1 when can the account be opened should the daughter be of a particular age|1 when can the account be opened should the daughter be of a particular age|-1|-1
xs3uWDVlmCU--12|Signer01|2 who can open the account|2 who can open the account|-1|-1
xs3uWDVlmCU--17|Signer01|if you have two daughters then you can open two separate accounts for them|if you have two daughters then you can open two separate accounts for them|-1|-1
wAdO2USWX8I--0|Signer01|today 23rd september is the 3rd day of the international week of the deaf|today 23rd september is the 3rd day of the international week of the deaf|-1|-1
wAdO2USWX8I--6|Signer01|every year 23 september would be celebrated as the international day of sign languages|every year 23 september would be celebrated as the international day of sign languages|-1|-1
wAdO2USWX8I--11|Signer01|hindi day is celebrated on 14th september 2020|hindi day is celebrated on 14th september 2020|-1|-1
wAdO2USWX8I--19|Signer01|hearing individuals are taught to create awareness these are done across the world|hearing individuals are taught to create awareness these are done across the world|-1|-1
wAdO2USWX8I--24|Signer01|and they use more than 200 different sign languages|and they use more than 200 different sign languages|-1|-1
F6G31wEYoyU--8|Signer01|however they have not revealed the person name|however they have not revealed the person name|-1|-1
F6G31wEYoyU--12|Signer01|the world justice project|the world justice project|-1|-1
F6G31wEYoyU--18|Signer01|it had a score of 90|it had a score of 90|-1|-1
F6G31wEYoyU--21|Signer01|3 on third place is new zealand with a score of 85|3 on third place is new zealand with a score of 85|-1|-1
vY8XCGjp5ng--13|Signer01|these videos have gone viral on social media|these videos have gone viral on social media|-1|-1
MD3hVozwNMo--28|Signer01|russia and ukraine are currently|russia and ukraine are currently|-1|-1
MD3hVozwNMo--42|Signer01|military base outside ukraine western|military base outside ukraine western|-1|-1
MD3hVozwNMo--52|Signer01|matter of time between before russia|matter of time between before russia|-1|-1
MD3hVozwNMo--86|Signer01|just outside the ukrainian capital of|just outside the ukrainian capital of|-1|-1
MD3hVozwNMo--185|Signer01|the last 10 days|the last 10 days|-1|-1
g61zN-mQwWs--48|Signer01|had announced in fact last week that it|had announced in fact last week that it|-1|-1
g61zN-mQwWs--52|Signer01|was really after five days but now the|was really after five days but now the|-1|-1
BOQYAFQVS8M--2|Signer01|if you want to know about them|if you want to know about them|-1|-1
BOQYAFQVS8M--30|Signer01|this will help contain the spread of the virus|this will help contain the spread of the virus|-1|-1
BOQYAFQVS8M--48|Signer01|3 times a day or every 8 hours|3 times a day or every 8 hours|-1|-1
BOQYAFQVS8M--55|Signer01|7 if travelling to seek emergency care for the covid patients|7 if travelling to seek emergency care for the covid patients|-1|-1
BOQYAFQVS8M--56|Signer01|these are the points you need to remember|these are the points you need to remember|-1|-1
g61zN-mQwWs--164|Signer01|on duty personnel uh and fires have also|on duty personnel uh and fires have also|-1|-1
g61zN-mQwWs--200|Signer01|and mumbai police commissioner will|and mumbai police commissioner will|-1|-1
g61zN-mQwWs--211|Signer01|loud sound he had also threatened to|loud sound he had also threatened to|-1|-1
oaWjcWgVeCs--8|Signer01|the cases of this disease have gone up after the covid-19 pandemic|the cases of this disease have gone up after the covid-19 pandemic|-1|-1
oaWjcWgVeCs--32|Signer01|what do you think about this|what do you think about this|-1|-1
oaWjcWgVeCs--42|Signer01|make sure you watch and do not forget|make sure you watch and do not forget|-1|-1
oaWjcWgVeCs--57|Signer01|supreme court has scheduled the next hearing on 19th march 2024|supreme court has scheduled the next hearing on 19th march 2024|-1|-1
oaWjcWgVeCs--78|Signer01|do let us know your thoughts in the comments below|do let us know your thoughts in the comments below|-1|-1
5oxh6dWm9-c--61|Signer01|find out who he is and what is map uh|find out who he is and what is map uh|-1|-1
5oxh6dWm9-c--93|Signer01|deaf for the blind for the hearing|deaf for the blind for the hearing|-1|-1
5oxh6dWm9-c--100|Signer01|exciting to see it you know come let|exciting to see it you know come let|-1|-1
5oxh6dWm9-c--118|Signer01|exciting those with physical|exciting those with physical|-1|-1
5oxh6dWm9-c--121|Signer01|completely accessible for them with|completely accessible for them with|-1|-1
5Z-NeEBC53M--2|Signer01|you might wonder how is this possible|you might wonder how is this possible|-1|-1
5Z-NeEBC53M--10|Signer01|the class will be held on zoom from monday to friday|the class will be held on zoom from monday to friday|-1|-1
5Z-NeEBC53M--12|Signer01|you can chose between these two timings|you can chose between these two timings|-1|-1
5Z-NeEBC53M--14|Signer01|you will learn basic isl like words sentences short stories deaf culture etc|you will learn basic isl like words sentences short stories deaf culture etc|-1|-1
5Z-NeEBC53M--24|Signer01|share this with your family and friends hearing people welcome to apply for the course|share this with your family and friends hearing people welcome to apply for the course|-1|-1
XFZt3x3FvMg--0|Signer01|currently everyone to excited to watch the ipl matches|currently everyone to excited to watch the ipl matches|-1|-1
XFZt3x3FvMg--1|Signer01|on 22 april 2023 there was a match between mumbai indians and punjab kings|on 22 april 2023 there was a match between mumbai indians and punjab kings|-1|-1
XFZt3x3FvMg--4|Signer01|mumbai indians needed 16 runs in the last 6 balls|mumbai indians needed 16 runs in the last 6 balls|-1|-1
lb3INtoHN1Y--5|Signer01|instead you communicate through your hands|instead you communicate through your hands|-1|-1
lb3INtoHN1Y--7|Signer01|yes this language is indian sign language|yes this language is indian sign language|-1|-1
lb3INtoHN1Y--16|Signer01|now learning indian sign language has become super easy why|now learning indian sign language has become super easy why|-1|-1
r104VbxBQGA--14|Signer01|check your mobile there are so many calls and messages come on check it|check your mobile there are so many calls and messages come on check it|-1|-1
r104VbxBQGA--15|Signer01|saw it now you know that ipl has isl interpretation on star sports 3 channel|saw it now you know that ipl has isl interpretation on star sports 3 channel|-1|-1
r104VbxBQGA--16|Signer01|please do watch and do not forget|please do watch and do not forget|-1|-1
6h_TvT18H_s--3|Signer01|let me tell you about the shocking incident|let me tell you about the shocking incident|-1|-1
6h_TvT18H_s--6|Signer01|the woman has more than 2 lakh followers on instagram|the woman has more than 2 lakh followers on instagram|-1|-1
6h_TvT18H_s--13|Signer01|and her husband who was tried to save her was assaulted|and her husband who was tried to save her was assaulted|-1|-1
6h_TvT18H_s--17|Signer01|her husband condition was bad and the police took them to a hospital|her husband condition was bad and the police took them to a hospital|-1|-1
6h_TvT18H_s--38|Signer01|in another video the couple said|in another video the couple said|-1|-1
oau-vswXWRs--4|Signer01|however there are a few points that one needs to remember before & after vaccination|however there are a few points that one needs to remember before & after vaccination|-1|-1
oau-vswXWRs--11|Signer01|if a person tests positive for covid-19 after taking the first dose of vaccine|if a person tests positive for covid-19 after taking the first dose of vaccine|-1|-1
oau-vswXWRs--15|Signer01|4 experts say avoid alcohol & smoking after vaccination|4 experts say avoid alcohol & smoking after vaccination|-1|-1
oau-vswXWRs--17|Signer01|5 the majority of the indian population is yet to be fully vaccinated|5 the majority of the indian population is yet to be fully vaccinated|-1|-1
oau-vswXWRs--22|Signer01|to protect others from infection|to protect others from infection|-1|-1
jHalXZA36a4--0|Signer01|today 27th september is the 7th day of international week of the deaf|today 27th september is the 7th day of international week of the deaf|-1|-1
jHalXZA36a4--2|Signer01|human rights are rights of all individuals men women deaf people with disabilities blind|human rights are rights of all individuals men women deaf people with disabilities blind|-1|-1
jHalXZA36a4--11|Signer01|human rights give rights such as right to life|human rights give rights such as right to life|-1|-1
jHalXZA36a4--31|Signer01|deaf individuals will have access to education news and all forms of content|deaf individuals will have access to education news and all forms of content|-1|-1
jHalXZA36a4--32|Signer01|hence human rights are very important|hence human rights are very important|-1|-1
UaGlweA0NFA--2|Signer01|the victims of the crash were indians|the victims of the crash were indians|-1|-1
UaGlweA0NFA--15|Signer01|there were other cars driving on the same road|there were other cars driving on the same road|-1|-1
UaGlweA0NFA--22|Signer01|they have lost their lives|they have lost their lives|-1|-1
UaGlweA0NFA--24|Signer01|sadly they lost their lives in this accident|sadly they lost their lives in this accident|-1|-1
E1gOptJg6mM--2|Signer01|we had released several videos about the war|we had released several videos about the war|-1|-1
E1gOptJg6mM--23|Signer01|they have asked israel to be careful|they have asked israel to be careful|-1|-1
E1gOptJg6mM--24|Signer01|also there are reports that israel has attacked a lot of hospitals and medical facilities|also there are reports that israel has attacked a lot of hospitals and medical facilities|-1|-1
E1gOptJg6mM--38|Signer01|however israel military did not immediately comment on the report|however israel military did not immediately comment on the report|-1|-1
_ThjAGMxOkI--1|Signer01|we are now talking only about hindu rituals|we are now talking only about hindu rituals|-1|-1
_ThjAGMxOkI--14|Signer01|i fail to understand the reason|i fail to understand the reason|-1|-1
_ThjAGMxOkI--50|Signer01|this was not the reason|this was not the reason|-1|-1
